,corridor_name,train_year,train_week_num,train_departure_date_short,passengers,number_of_services,revenue,revenue_without_promotion,passengers_km,seats_km,day_category,price_mix_ratio,tickets_saudi,tickets_egyptian,tickets_pakistani,tickets_indian,tickets_yemeni,tickets_indonesian,tickets_jordanian,tickets_USA,tickets_britain
463,MAK-MAD,2023,15,2023-04-09,15503,36,2772843.50,2836748.5000,5585772.032,6720692.256,Ramadan 1-18,1.26278784751338450622,6276,1436,695,535,629,384,135,345,579
464,MAK-MAD,2023,15,2023-04-10,15174,34,3106685.50,3163530.0000,5723515.312,6347320.464,Ramadan 19,1.28094108343218663503,4553,1722,768,517,531,496,130,486,539
465,MAK-MAD,2023,15,2023-04-11,17230,38,3958745.00,4070442.5000,6730002.356,7094064.048,Ramadan 20,1.33593731863029599536,3457,2041,1351,745,431,1066,144,780,798
466,MAK-MAD,2023,15,2023-04-12,14602,36,2881260.50,2944086.5000,5383958.356,6720692.256,Ramadan 21,1.30616353924119983564,4935,1255,687,486,601,443,129,439,441
467,MAK-MAD,2023,15,2023-04-13,16165,38,3047518.00,3195307.5000,5905998.264,7094064.048,Ramadan 22-29,1.30074234457160532014,6048,1405,889,738,614,281,106,460,469
468,MAK-MAD,2023,15,2023-04-14,18317,46,3121474.54,3279085.8500,6375284.230,8587551.216,Ramadan 22-29,1.30694436861931539007,6188,1864,1192,875,828,344,183,417,410
469,MAK-MAD,2023,15,2023-04-15,18247,42,3507627.72,3622695.2500,6598067.940,7840807.632,Ramadan 22-29,1.30854935057817723461,5854,1792,1251,940,655,482,221,534,521
470,MAK-MAD,2023,16,2023-04-16,16828,38,3414704.00,3485655.5000,6235789.636,7094064.048,Ramadan 22-29,1.31053601140955550273,5784,1581,1129,836,614,285,193,612,493
471,MAK-MAD,2023,16,2023-04-17,15070,36,2842982.50,2911418.0000,5407150.876,6720692.256,Ramadan 22-29,1.30087591240875912409,5139,1312,1150,837,651,214,162,601,489
472,MAK-MAD,2023,16,2023-04-18,15632,36,2961233.00,3034841.5000,5598072.304,6720692.256,Ramadan 22-29,1.30189994882292732856,5429,1574,1120,741,687,198,171,512,405
473,MAK-MAD,2023,16,2023-04-19,14343,36,2608590.00,2680377.5000,5082982.836,6720692.256,Ramadan 22-29,1.29332775569964442585,4515,1299,1031,872,659,358,115,439,393
474,MAK-MAD,2023,16,2023-04-20,13462,34,2373868.00,2423612.0000,4811809.614,6347320.464,Ramadan 22-29,1.22759619670182736592,4056,1975,764,783,601,231,151,339,313
475,MAK-MAD,2023,16,2023-04-21,11451,32,2340536.00,2352503.5000,4590011.926,5973948.672,EID - Ramadan,1.23906209064710505633,2172,1523,753,525,301,1022,78,456,314
476,MAK-MAD,2023,16,2023-04-22,13156,34,2578477.00,2585085.0000,5296110.892,6347320.464,EID - Ramadan,1.23455457585892368501,2416,1307,1279,831,252,1516,68,452,326
477,MAK-MAD,2023,17,2023-04-23,9845,26,1894759.00,1899102.5000,3962733.712,4853833.296,EID - Ramadan,1.23021838496698831894,2180,1002,681,609,257,838,98,275,236
478,MAK-MAD,2023,17,2023-04-24,9277,26,1692397.00,1698959.5000,3728798.032,4853833.296,EID - Ramadan,1.21501563005281879918,2457,832,580,583,341,618,62,265,196
479,MAK-MAD,2023,17,2023-04-25,9251,26,1668143.00,1670439.5000,3708977.806,4853833.296,EID - Ramadan,1.22379202248405577775,2753,814,621,610,290,700,90,249,192
480,MAK-MAD,2023,17,2023-04-26,9119,28,1456001.00,1480757.0000,3455414.116,5227205.088,Post Ramadan,1.19465950213839236758,2748,690,525,547,407,1008,120,226,157
481,MAK-MAD,2023,17,2023-04-27,10306,34,1518427.50,1556890.0000,3776056.496,6347320.464,Post Ramadan,1.17287987580050456045,3361,763,626,663,495,1284,103,237,166
482,MAK-MAD,2023,17,2023-04-28,9207,28,1402708.00,1431497.0000,3428939.272,5227205.088,Post Ramadan,1.17895079830563701531,2989,660,549,584,390,1434,57,148,97
483,MAK-MAD,2023,17,2023-04-29,11033,35,1709864.50,1740821.5000,4120134.310,6534006.360,Post Ramadan,1.19175201667724100426,3950,630,588,512,504,1782,77,162,149
484,MAK-MAD,2023,18,2023-04-30,7224,26,1152236.00,1167904.0000,2802867.862,4853833.296,Post Ramadan,1.16831395348837209302,1838,474,500,367,379,1139,57,133,150
485,MAK-MAD,2023,18,2023-05-01,6771,26,1154267.50,1158179.0000,2751747.984,4853833.296,Post Ramadan,1.16526362428001772264,1515,528,418,324,324,1155,32,143,158
486,MAK-MAD,2023,18,2023-05-02,6586,26,1103306.00,1120811.5000,2663144.678,4853833.296,Post Ramadan,1.17218341937443061039,1563,439,420,339,308,1003,24,253,207
487,MAK-MAD,2023,18,2023-05-03,7115,28,1185203.00,1190792.0000,2864914.948,5227205.088,Post Ramadan,1.16233309908643710471,1863,534,364,508,329,978,45,209,158
488,MAK-MAD,2023,18,2023-05-04,9881,34,1677440.50,1690363.0000,3925057.556,6347320.464,Post Ramadan,1.18444489424147353507,2938,719,562,599,358,1606,99,292,203
489,MAK-MAD,2023,18,2023-05-05,7530,28,1232345.50,1240847.5000,2932666.226,5227205.088,Post Ramadan,1.16047808764940239044,2195,767,419,624,325,771,60,233,169
490,MAK-MAD,2023,18,2023-05-06,9263,34,1540427.50,1545429.5000,3680117.580,6347320.464,Post Ramadan,1.18564180071251214509,2897,867,610,579,314,1064,136,190,212
491,MAK-MAD,2023,19,2023-05-07,6571,26,1099474.50,1101812.0000,2645923.042,4853833.296,Post Ramadan,1.15673413483488053569,1668,588,415,409,265,856,77,133,166
492,MAK-MAD,2023,19,2023-05-08,6627,26,1141152.00,1145471.5000,2731842.256,4853833.296,Post Ramadan,1.18057944771389769126,1490,574,405,360,252,1008,62,168,214
493,MAK-MAD,2023,19,2023-05-09,6543,26,1114280.50,1119680.0000,2674040.856,4853833.296,Post Ramadan,1.17005960568546538285,1596,618,394,376,276,810,37,215,233
494,MAK-MAD,2023,19,2023-05-10,7226,28,1201007.00,1205148.0000,2906758.288,5227205.088,Post Ramadan,1.16191530584002214226,2252,606,357,462,237,928,52,182,158
495,MAK-MAD,2023,19,2023-05-11,9680,34,1571774.77,1578503.0000,3769625.406,6347320.464,Post Ramadan,1.17305785123966942149,3525,773,498,668,347,1201,112,218,226
496,MAK-MAD,2023,19,2023-05-12,7409,28,1204823.19,1208597.0000,2921416.576,5227205.088,Post Ramadan,1.14111216088540963693,2331,847,479,658,259,609,83,197,150
497,MAK-MAD,2023,19,2023-05-13,10485,34,1765376.00,1827053.0000,4132483.728,6347320.464,Post Ramadan,1.20806866952789699571,3391,1013,519,748,298,1770,116,166,208
498,MAK-MAD,2023,20,2023-05-14,6699,26,1138182.50,1141695.0000,2719807.534,4853833.296,Pre Hajj,1.17913121361397223466,1879,753,325,550,215,922,48,126,156
499,MAK-MAD,2023,20,2023-05-15,6223,26,1025401.50,1029308.0000,2519387.262,4853833.296,Pre Hajj,1.15730355134179656114,1670,1285,369,441,156,299,62,159,121
500,MAK-MAD,2023,20,2023-05-16,6244,26,1034668.50,1036429.0000,2511836.898,4853833.296,Pre Hajj,1.14726137091607943626,1806,809,409,498,196,515,48,224,129
501,MAK-MAD,2023,20,2023-05-17,6464,28,1041118.00,1042548.0000,2582562.014,5227205.088,Pre Hajj,1.13732982673267326733,2077,790,372,612,274,356,45,138,144
502,MAK-MAD,2023,20,2023-05-18,9129,34,1455057.50,1458711.5000,3509707.072,6347320.464,Pre Hajj,1.16000657246138678935,3367,952,407,650,383,795,76,230,139
503,MAK-MAD,2023,20,2023-05-19,7160,28,1164037.00,1166052.0000,2828276.562,5227205.088,Pre Hajj,1.15087988826815642458,2301,972,372,753,227,404,64,137,131
504,MAK-MAD,2023,20,2023-05-20,9000,34,1454470.50,1456129.0000,3537085.416,6347320.464,Pre Hajj,1.15403333333333333333,3319,1026,466,648,314,559,49,205,189
505,MAK-MAD,2023,21,2023-05-21,5564,26,877477.00,878902.0000,2198273.026,4853833.296,Pre Hajj,1.12234004313443565780,1743,628,400,351,231,283,57,146,184
506,MAK-MAD,2023,21,2023-05-22,4967,26,756546.20,777568.5000,1956208.054,4853833.296,Pre Hajj,1.09428226293537346487,1734,578,223,351,210,286,27,107,82
507,MAK-MAD,2023,21,2023-05-23,5356,26,805514.71,848737.8000,2095452.998,4853833.296,Pre Hajj,1.08749066467513069455,1815,490,358,364,266,338,26,210,162
508,MAK-MAD,2023,21,2023-05-24,6001,28,871172.41,924461.4500,2292532.724,5227205.088,Pre Hajj,1.08863522746208965172,2838,499,291,283,288,218,30,118,157
509,MAK-MAD,2023,21,2023-05-25,9922,34,1432347.78,1594660.8500,3704250.154,6347320.464,School Leaves,1.12106430155210643016,5699,705,328,483,438,265,38,132,160
510,MAK-MAD,2023,21,2023-05-26,7273,28,1088114.14,1193085.0000,2755371.982,5227205.088,School Leaves,1.11570191117833081259,3758,697,288,354,246,185,80,124,122
511,MAK-MAD,2023,21,2023-05-27,10046,34,1440784.33,1774967.2000,3691433.012,6347320.464,School Leaves,1.19156878359546087995,4622,604,276,425,270,1258,76,134,169
512,MAK-MAD,2023,22,2023-05-28,6730,26,1014519.60,1119678.2500,2563814.922,4853833.296,School Leaves,1.12762258543833580981,3820,533,203,187,254,158,31,112,151
513,MAK-MAD,2023,22,2023-05-29,6735,26,1002311.62,1102478.2500,2565827.308,4853833.296,School Leaves,1.13171492204899777283,3962,497,206,144,217,222,39,94,128
514,MAK-MAD,2023,22,2023-05-30,5649,26,745028.94,827001.6500,2111679.216,4853833.296,Pre Hajj,1.07626128518321826872,2811,495,158,171,284,195,27,143,167
515,MAK-MAD,2023,22,2023-05-31,5584,28,717818.14,791955.3000,2063532.296,5227205.088,Pre Hajj,1.04663323782234957020,2813,396,158,190,311,144,38,111,175
516,MAK-MAD,2023,22,2023-06-01,7620,34,964604.65,1090716.9500,2699995.822,6347320.464,Pre Hajj,1.07188976377952755906,4014,554,321,262,314,258,106,103,85
517,MAK-MAD,2023,22,2023-06-02,6037,28,774335.32,871119.3000,2193764.324,5227205.088,Pre Hajj,1.06599304290210369389,2746,617,317,261,261,198,55,81,84
518,MAK-MAD,2023,22,2023-06-03,6725,34,952419.74,1012999.7500,2507563.464,6347320.464,Pre Hajj,1.08886245353159851301,3793,459,248,254,303,184,61,64,104
519,MAK-MAD,2023,23,2023-06-04,4562,26,569287.40,643312.3000,1668401.790,4853833.296,Pre Hajj,1.04938623410784743534,2156,394,179,121,246,202,50,76,64
520,MAK-MAD,2023,23,2023-06-05,3025,26,345564.34,403033.0000,1097299.564,4853833.296,Pre Hajj,1.01656198347107438017,1621,202,114,63,184,109,24,45,19
521,MAK-MAD,2023,23,2023-06-06,2876,26,315807.11,376687.7500,1009355.050,4853833.296,Pre Hajj,1.02117524339360222531,1620,144,95,60,158,94,9,37,12
522,MAK-MAD,2023,23,2023-06-07,2795,28,316975.22,363360.5500,996175.776,5227205.088,Pre Hajj,1.01513416815742397138,1587,164,109,72,159,82,19,26,32
523,MAK-MAD,2023,23,2023-06-08,4565,34,512997.46,590184.8000,1580080.834,6347320.464,Pre Hajj,1.04186199342825848850,2708,223,146,173,290,109,44,29,18
524,MAK-MAD,2023,23,2023-06-09,3419,28,379025.39,437027.0000,1186237.770,5227205.088,Pre Hajj,1.02842936531149458906,1699,168,181,152,144,133,13,18,12
525,MAK-MAD,2023,23,2023-06-10,3566,34,452699.75,471504.0000,1263711.574,6347320.464,Pre Hajj,1.04399887829500841279,2155,172,101,105,151,143,13,35,18
526,MAK-MAD,2023,24,2023-06-11,2567,26,284970.82,332837.7500,904639.686,4853833.296,Pre Hajj,1.01624464355278535255,1380,179,87,86,160,48,9,25,8
527,MAK-MAD,2023,24,2023-06-12,2656,26,285797.20,332397.5000,917684.132,4853833.296,Pre Hajj,1.01615210843373493976,1386,179,91,77,185,79,13,15,10
528,MAK-MAD,2023,24,2023-06-13,2797,26,315474.97,362799.0000,974736.118,4853833.296,Pre Hajj,1.02692170182338219521,1523,204,156,43,124,56,21,22,15
529,MAK-MAD,2023,24,2023-06-14,5545,28,777256.46,880472.0000,2146359.380,5227205.088,Pre Hajj,1.06075743913435527502,1507,155,457,470,184,1168,13,24,10
530,MAK-MAD,2023,24,2023-06-15,4218,34,455983.80,521017.0000,1424870.794,6347320.464,Pre Hajj,1.03293029871977240398,2216,282,141,139,237,86,51,30,15
531,MAK-MAD,2023,24,2023-06-16,3596,28,404855.43,464733.7000,1234920.218,5227205.088,Pre Hajj,1.03153503893214682981,1628,227,156,126,209,169,17,22,11
532,MAK-MAD,2023,24,2023-06-17,4109,34,533648.68,562645.9000,1439221.160,6347320.464,Pre Hajj,1.05023119980530542711,1978,265,129,127,155,62,36,23,21
533,MAK-MAD,2023,25,2023-06-18,4353,26,600072.97,689836.8500,1604397.182,4853833.296,Pre Hajj,1.09820813232253618194,1555,510,131,56,189,44,44,11,15
534,MAK-MAD,2023,25,2023-06-19,6485,34,1125493.50,1145057.5000,2494946.956,6347320.464,Hajj 1-5,1.18453353893600616808,1440,216,854,127,206,111,56,41,26
535,MAK-MAD,2023,25,2023-06-20,5053,32,681267.00,683757.5000,1726927.972,5973948.672,Hajj 1-5,1.08400949930734217297,1546,340,146,77,190,130,42,49,30
536,MAK-MAD,2023,25,2023-06-21,6166,32,933082.50,957537.5000,2219662.256,5973948.672,Hajj 1-5,1.15160557898151151476,1992,395,251,97,235,361,70,73,30
537,MAK-MAD,2023,25,2023-06-22,11797,39,2374354.00,2548382.5000,4690526.542,7280749.944,Hajj 1-5,1.23500042383656861914,2401,991,652,501,220,487,40,892,20
538,MAK-MAD,2023,25,2023-06-23,12071,42,2356912.50,2676281.0000,4752755.470,7840807.632,Hajj 1-5,1.24997100488774749399,2151,1250,1138,115,270,433,54,204,11
539,MAK-MAD,2023,25,2023-06-24,9304,32,1746700.10,1894749.0000,3480773.208,5973948.672,Hajj 6,1.22738607050730868444,3169,862,569,121,314,109,99,103,83
540,MAK-MAD,2023,26,2023-06-25,15287,49,2768782.10,2925691.0000,5907220.524,9147608.904,Hajj 7,1.21751815267874664748,7683,1749,371,157,697,111,106,802,105
541,MAK-MAD,2023,26,2023-06-26,13806,37,2289124.17,2581477.5000,5200574.678,6907378.152,Hajj 8,1.24259017818339852238,7401,3061,95,99,912,49,57,42,14
542,MAK-MAD,2023,26,2023-06-27,7195,24,763639.95,902795.0000,2137425.920,4480461.504,Arafat Day,1.17432939541348158443,4708,353,239,237,576,60,28,14,4
543,MAK-MAD,2023,26,2023-06-28,5179,24,639769.50,689988.5000,1826024.206,4480461.504,EID - Al Adha,1.13415717319945935509,3313,244,154,143,421,45,23,44,8
544,MAK-MAD,2023,26,2023-06-29,6483,24,821329.30,924850.5000,2336658.720,4480461.504,EID - Al Adha,1.15057843590930124942,4025,319,202,191,539,66,40,24,9
545,MAK-MAD,2023,26,2023-06-30,13667,43,2951341.00,3050711.0000,5526416.570,8027493.528,Hajj 12,1.25697665910587546645,6248,1404,322,202,728,199,108,121,39
546,MAK-MAD,2023,26,2023-07-01,16917,53,3509750.50,3582110.5000,6761962.040,9894352.488,Hajj 13,1.26453271856712183011,6067,2974,715,331,686,534,186,425,173
547,MAK-MAD,2023,27,2023-07-02,15832,51,3636631.39,3761238.0000,6574474.090,9520980.696,Hajj 14-20,1.26970060636685194543,2471,2314,1517,264,516,1030,127,1734,184
548,MAK-MAD,2023,27,2023-07-03,11011,41,2111384.63,2161222.5000,4489767.306,7654121.736,Hajj 14-20,1.19191717373535555354,2154,1299,499,193,459,1141,105,393,139
549,MAK-MAD,2023,27,2023-07-04,8837,36,1510487.00,1561014.0000,3567687.532,6720692.256,Hajj 14-20,1.14964354418920448116,2044,949,416,186,376,726,53,204,130
550,MAK-MAD,2023,27,2023-07-05,10395,36,1832704.30,1875551.0000,4219207.802,6720692.256,Hajj 14-20,1.18173160173160173160,2163,843,835,234,652,509,46,277,114
551,MAK-MAD,2023,27,2023-07-06,8594,36,1369909.84,1405084.5000,3376270.434,6720692.256,Hajj 14-20,1.14525250174540377007,2643,678,395,221,299,290,26,74,90
552,MAK-MAD,2023,27,2023-07-07,7224,36,1104580.76,1132681.0000,2808833.130,6720692.256,Hajj 14-20,1.13098006644518272425,2345,482,322,178,294,546,23,72,43
553,MAK-MAD,2023,27,2023-07-08,10328,36,1948154.24,1988368.8000,4163667.162,6720692.256,Hajj 14-20,1.20539310611928737413,2652,460,517,320,267,2696,23,124,117
554,MAK-MAD,2023,28,2023-07-09,7343,28,1368435.94,1416393.0000,2994746.832,5227205.088,Summer Holidays,1.19949611875255345227,1726,187,213,127,149,2013,22,111,52
555,MAK-MAD,2023,28,2023-07-10,5913,22,913529.70,946185.5000,2308092.146,4107089.712,Summer Holidays,1.14515474378488077118,1714,248,172,237,195,617,19,83,47
556,MAK-MAD,2023,28,2023-07-11,5685,22,828470.34,858741.5000,2164958.912,4107089.712,Summer Holidays,1.12137203166226912929,1964,280,225,117,188,379,16,79,27
557,MAK-MAD,2023,28,2023-07-12,6431,22,1023306.30,1062255.5000,2488067.614,4107089.712,Summer Holidays,1.16070595552791167781,2232,374,267,115,197,654,19,74,45
558,MAK-MAD,2023,28,2023-07-13,6910,24,1063778.96,1101782.0000,2664974.744,4480461.504,Summer Holidays,1.14904486251808972504,2554,400,262,184,225,287,29,83,37
559,MAK-MAD,2023,28,2023-07-14,6579,24,1045073.42,1094529.5000,2566580.322,4480461.504,Summer Holidays,1.17701778385772913817,1831,402,225,145,188,500,24,90,31
560,MAK-MAD,2023,28,2023-07-15,6851,24,1041505.20,1086383.5000,2662762.072,4480461.504,Summer Holidays,1.15461976353816961028,2337,427,286,181,132,304,36,106,55
561,MAK-MAD,2023,29,2023-07-16,6124,22,900218.86,1316230.5000,2449541.538,4107089.712,Summer Holidays,1.14931417374265186153,2252,338,235,191,190,135,21,109,63
562,MAK-MAD,2023,29,2023-07-17,5592,20,800910.56,1225437.5000,2235214.086,3733717.920,Summer Holidays,1.14731759656652360515,2015,378,119,134,208,148,26,108,39
563,MAK-MAD,2023,29,2023-07-18,6558,20,975838.68,1515773.5000,2651358.096,3733717.920,Summer Holidays,1.19716376944190301921,2074,367,186,138,159,284,39,162,35
564,MAK-MAD,2023,29,2023-07-19,6800,20,1057145.74,1665473.5000,2767169.676,3733717.920,Summer Holidays,1.21498529411764705882,2126,495,200,225,177,87,28,235,47
565,MAK-MAD,2023,29,2023-07-20,7040,18,1045542.40,1634034.5000,2728204.096,3360346.128,Summer Holidays,1.20723011363636363636,2875,695,279,349,223,85,54,206,71
566,MAK-MAD,2023,29,2023-07-21,6208,18,889132.00,1440193.5000,2414135.530,3360346.128,Summer Holidays,1.18213595360824742268,2181,757,388,353,235,165,52,160,65
567,MAK-MAD,2023,29,2023-07-22,7036,18,998424.00,1582231.5000,2726796.380,3360346.128,Summer Holidays,1.18658328595793064241,3113,695,395,437,200,71,67,242,85
568,MAK-MAD,2023,30,2023-07-23,5742,16,825231.10,1352196.0000,2280760.662,2986974.336,Summer Holidays,1.18307210031347962382,2371,508,398,255,198,79,42,198,107
569,MAK-MAD,2023,30,2023-07-24,5890,16,843795.60,1386000.0000,2325219.390,2986974.336,Summer Holidays,1.18478777589134125637,2297,541,402,305,146,77,43,182,126
570,MAK-MAD,2023,30,2023-07-25,6157,16,897418.80,1430509.5000,2439837.012,2986974.336,Summer Holidays,1.19421796329381192139,2375,610,444,217,189,96,37,398,137
571,MAK-MAD,2023,30,2023-07-26,6375,16,911974.20,1455358.0000,2513286.072,2986974.336,Summer Holidays,1.19905882352941176471,2751,502,468,307,223,109,55,306,136
572,MAK-MAD,2023,30,2023-07-27,6507,18,883521.00,1456687.5000,2449492.070,3360346.128,Summer Holidays,1.18478561549100968188,2722,700,588,216,151,144,36,217,122
573,MAK-MAD,2023,30,2023-07-28,5364,18,727655.10,1163500.0000,1994185.150,3360346.128,Summer Holidays,1.18439597315436241611,2152,456,545,231,170,239,46,181,117
574,MAK-MAD,2023,30,2023-07-29,7303,26,988845.90,1500876.0000,2617693.366,4853833.296,Summer Holidays,1.18070655894837737916,3634,525,613,237,170,310,71,174,185
575,MAK-MAD,2023,31,2023-07-30,6008,20,976575.00,978498.0000,2262508.916,3733717.920,Summer Holidays,1.17921105193075898802,2666,402,505,209,180,332,48,207,147
576,MAK-MAD,2023,31,2023-07-31,6583,20,1098945.00,1101304.0000,2517276.648,3733717.920,Summer Holidays,1.21122588485492936351,2913,482,464,188,192,564,41,159,153
577,MAK-MAD,2023,31,2023-08-01,7356,20,1209958.50,1213559.5000,2806949.228,3733717.920,Summer Holidays,1.18617455138662316476,3590,499,508,154,248,358,65,224,199
578,MAK-MAD,2023,31,2023-08-02,7797,20,1304173.50,1306804.0000,2969080.282,3733717.920,Summer Holidays,1.19380530973451327434,3591,493,453,202,255,390,52,245,151
579,MAK-MAD,2023,31,2023-08-03,9898,26,1597013.50,1598901.5000,3698032.650,4853833.296,Summer Holidays,1.19479692867245908264,4368,667,631,327,345,767,81,268,279
580,MAK-MAD,2023,31,2023-08-04,8029,22,1256722.00,1257004.5000,2978870.552,4107089.712,Summer Holidays,1.16503923278116826504,3688,685,517,307,236,321,107,244,181
581,MAK-MAD,2023,31,2023-08-05,10050,26,1627857.00,1632657.0000,3819332.648,4853833.296,Summer Holidays,1.18459701492537313433,4637,746,633,311,331,428,130,276,254
582,MAK-MAD,2023,32,2023-08-06,8034,20,1382313.50,1385070.0000,3081082.228,3733717.920,Summer Holidays,1.19570575056011949216,3414,519,484,221,249,703,66,172,249
583,MAK-MAD,2023,32,2023-08-07,8110,20,1442075.50,1448306.0000,3159410.010,3733717.920,Summer Holidays,1.20167694204685573366,3277,565,445,199,177,850,64,199,278
584,MAK-MAD,2023,32,2023-08-08,7975,20,1391484.50,1398836.5000,3125711.658,3733717.920,Summer Holidays,1.18428840125391849530,3274,501,553,175,190,650,57,283,300
585,MAK-MAD,2023,32,2023-08-09,9810,28,1621578.00,1624594.0000,3859810.926,5227205.088,Summer Holidays,1.17587155963302752294,4159,623,544,212,258,1200,80,256,283
586,MAK-MAD,2023,32,2023-08-10,11025,30,1882976.00,1887090.0000,4369226.802,5600576.880,Summer Holidays,1.18696598639455782313,4412,701,553,342,348,1214,138,272,263
587,MAK-MAD,2023,32,2023-08-11,9371,28,1513766.50,1517597.0000,3651569.600,5227205.088,Summer Holidays,1.17274570483406253335,3603,739,770,376,339,820,75,191,254
588,MAK-MAD,2023,32,2023-08-12,10503,30,1758265.50,1761730.5000,4182908.340,5600576.880,Summer Holidays,1.18094830048557554984,4060,936,712,338,294,766,87,259,430
589,MAK-MAD,2023,33,2023-08-13,8543,28,1412060.00,1414766.0000,3473987.484,5227205.088,Summer Holidays,1.16574973662647781810,2917,534,462,221,306,1188,103,199,336
590,MAK-MAD,2023,33,2023-08-14,9169,28,1545170.50,1548162.5000,3688895.476,5227205.088,Summer Holidays,1.16765187043298069582,2901,500,594,235,262,1238,68,304,333
