,corridor_name,train_year,train_week_num,train_departure_date_short,passengers,number_of_services,revenue,revenue_without_promotion,passengers_km,seats_km,day_category,price_mix_ratio,tickets_saudi,tickets_egyptian,tickets_pakistani,tickets_indian,tickets_yemeni,tickets_indonesian,tickets_jordanian,tickets_USA,tickets_britain
595,MAK-MAD,2023,33,2023-08-19,9431,30,1546380.00,1550632.5000,3763079.330,5600576.880,Summer Holidays,1.16674795885908175167,3071,842,567,376,326,876,123,217,307
596,MAK-MAD,2023,34,2023-08-20,7426,24,1261793.50,1265043.0000,3000187.954,4480461.504,Autumn,1.18623754376514947482,1685,527,502,277,230,1364,88,233,269
597,MAK-MAD,2023,34,2023-08-21,6886,24,1149694.00,1153042.5000,2799233.384,4480461.504,Autumn,1.17975602672088295091,1732,510,406,265,212,1088,62,175,316
598,MAK-MAD,2023,34,2023-08-22,7132,24,1189555.00,1193690.5000,2878991.022,4480461.504,Autumn,1.16611048794167134044,1866,547,424,271,198,1102,48,208,220
599,MAK-MAD,2023,34,2023-08-23,7527,24,1253530.50,1257557.5000,3021830.976,4480461.504,Autumn,1.17700278995615783181,1980,560,454,286,206,1140,48,247,247
600,MAK-MAD,2023,34,2023-08-24,9262,28,1515916.00,1518811.5000,3594511.990,5227205.088,Autumn,1.17698121356078600734,2994,701,497,331,359,1121,68,190,240
601,MAK-MAD,2023,34,2023-08-25,7399,24,1235377.00,1242547.0000,2910134.338,4480461.504,Autumn,1.17734829030950128396,2047,755,546,361,284,901,65,167,193
602,MAK-MAD,2023,34,2023-08-26,9175,28,1531414.00,1535033.0000,3629936.402,5227205.088,Autumn,1.17120435967302452316,2949,843,593,405,231,885,55,197,399
603,MAK-MAD,2023,35,2023-08-27,7206,24,1094737.50,1228942.0000,2889673.650,4480461.504,Autumn,1.16032472939217318901,1942,558,383,252,261,981,33,193,278
604,MAK-MAD,2023,35,2023-08-28,8247,24,1027630.75,1468767.0000,3244281.504,4480461.504,Autumn,1.18126591487813750455,2225,705,481,277,318,1037,44,189,310
605,MAK-MAD,2023,35,2023-08-29,9149,24,1028143.60,1692560.5000,3573638.990,4480461.504,Autumn,1.21182642911793638649,2733,826,631,361,350,940,38,217,322
606,MAK-MAD,2023,35,2023-08-30,10057,24,1084525.00,1940668.0000,3857422.506,4480461.504,Autumn,1.22268071989658944019,3674,807,643,368,405,987,119,174,256
607,MAK-MAD,2023,35,2023-08-31,14506,30,1589928.40,3043062.5000,5344162.552,5600576.880,Autumn,1.25266096787536191921,6000,1187,756,580,546,1569,103,184,362
608,MAK-MAD,2023,35,2023-09-01,11959,30,1174725.48,2213271.7500,4412449.986,5600576.880,Autumn,1.22419098586838364412,4622,1293,729,639,539,992,77,152,204
609,MAK-MAD,2023,35,2023-09-02,14320,34,1435424.18,2758136.7500,5402220.668,6347320.464,Autumn,1.21756284916201117318,6091,1473,802,664,475,812,143,201,282
610,MAK-MAD,2023,36,2023-09-03,10125,28,1082264.46,1883731.5000,3997103.292,5227205.088,Autumn,1.20645925925925925926,2874,1026,675,367,418,1562,71,207,230
611,MAK-MAD,2023,36,2023-09-04,9717,28,944832.07,1781628.0000,3793630.258,5227205.088,Autumn,1.17409694350108058043,3235,1125,534,376,455,728,44,206,210
612,MAK-MAD,2023,36,2023-09-05,10076,28,992302.95,1821854.0000,3939656.014,5227205.088,Autumn,1.19573243350535926955,3462,1244,640,339,391,853,86,256,258
613,MAK-MAD,2023,36,2023-09-06,11153,30,1071282.00,2033799.5000,4291004.652,5600576.880,Autumn,1.19337398009504169282,4279,1386,617,374,472,909,119,197,208
614,MAK-MAD,2023,36,2023-09-07,17654,42,1657777.09,3332691.0000,6664757.558,7840807.632,Autumn,1.20893281975756202560,7496,2020,1008,756,764,855,146,219,254
615,MAK-MAD,2023,36,2023-09-08,13992,34,1309772.72,2612754.0000,5237773.746,6347320.464,Autumn,1.21515866209262435678,5042,1975,907,738,580,1075,102,156,177
616,MAK-MAD,2023,36,2023-09-09,17893,42,1675527.82,3445284.7500,6800123.310,7840807.632,Autumn,1.21003185603308556419,7676,2066,1029,751,776,942,101,175,328
617,MAK-MAD,2023,37,2023-09-10,9985,28,979009.73,1891012.0000,3926833.974,5227205.088,Autumn,1.17810716074111166750,2930,1446,660,395,412,852,54,175,342
618,MAK-MAD,2023,37,2023-09-11,9815,28,946829.13,1803948.0000,3865695.702,5227205.088,Autumn,1.18094752929190015283,2937,1597,698,323,354,690,50,150,343
619,MAK-MAD,2023,37,2023-09-12,10412,28,1033240.93,1975695.0000,4134217.706,5227205.088,Autumn,1.18526699961582789090,3191,1676,705,310,449,751,100,206,324
620,MAK-MAD,2023,37,2023-09-13,11772,30,1136639.88,2275950.0000,4618586.202,5600576.880,Autumn,1.19977064220183486239,4353,1314,732,415,457,1282,109,149,296
621,MAK-MAD,2023,37,2023-09-14,18105,42,1684613.83,3508750.2500,6909929.596,7840807.632,Autumn,1.21085335542667771334,7056,2373,1097,813,667,1002,234,272,313
622,MAK-MAD,2023,37,2023-09-15,14285,34,1346910.61,2761710.7500,5436748.412,6347320.464,Autumn,1.21143857192859642982,5162,2074,1102,792,558,822,151,140,288
623,MAK-MAD,2023,37,2023-09-16,17617,42,1640996.60,3443414.7500,6836432.044,7840807.632,Autumn,1.20921836862121814157,7334,2150,1105,791,689,841,232,232,317
624,MAK-MAD,2023,38,2023-09-17,11220,32,1026247.51,2025300.0000,4432531.590,5973948.672,Autumn,1.18189839572192513369,3172,1728,879,412,512,923,92,196,302
625,MAK-MAD,2023,38,2023-09-18,11393,32,1059378.13,2064721.5000,4500851.790,5973948.672,Autumn,1.18714122706925305012,3155,2091,740,401,401,1157,81,189,268
626,MAK-MAD,2023,38,2023-09-19,11697,32,1070722.08,2131128.5000,4581321.168,5973948.672,Autumn,1.17863554757630161580,3814,1625,742,425,481,1165,85,164,320
627,MAK-MAD,2023,38,2023-09-20,14503,36,1302158.31,2730979.7500,5602388.330,6720692.256,Autumn,1.20042060263393780597,5780,1907,887,583,626,880,122,239,266
628,MAK-MAD,2023,38,2023-09-21,15590,42,1826463.08,2702391.5000,5796576.736,7840807.632,Bank holidays,1.18442591404746632457,6560,1422,812,531,683,1357,174,237,260
629,MAK-MAD,2023,38,2023-09-22,13209,36,1368970.68,2303764.5000,4884096.658,6720692.256,Bank holidays,1.19484442425618896207,4806,1654,1040,710,545,719,123,166,275
630,MAK-MAD,2023,38,2023-09-23,16740,42,1700474.00,2923431.5000,6186481.160,7840807.632,National Day,1.20426523297491039427,6389,2075,1188,917,771,634,212,215,284
631,MAK-MAD,2023,39,2023-09-24,17726,42,1802458.91,3156744.5000,6554462.388,7840807.632,Bank holidays,1.20527473767347399300,7711,1527,1157,611,842,1137,253,257,302
632,MAK-MAD,2023,39,2023-09-25,9043,32,1446722.50,1450407.5000,3646274.312,5973948.672,Autumn,1.11511666482362047993,2012,1754,581,332,200,1389,90,164,356
633,MAK-MAD,2023,39,2023-09-26,7900,32,1255649.50,1258024.5000,3200055.402,5973948.672,Autumn,1.09956962025316455696,2059,1110,518,309,237,941,52,173,229
634,MAK-MAD,2023,39,2023-09-27,9465,36,1485989.50,1489372.0000,3738955.928,6720692.256,Autumn,1.10053882725832012678,2514,1159,603,384,302,1181,97,271,230
635,MAK-MAD,2023,39,2023-09-28,12656,42,2050191.50,2052246.5000,4990038.408,7840807.632,Autumn,1.12923514538558786346,3655,1355,813,543,353,1479,240,220,177
636,MAK-MAD,2023,39,2023-09-29,9725,36,1519182.50,1522648.0000,3726454.354,6720692.256,Autumn,1.12305398457583547558,2979,1040,831,623,279,815,108,150,193
637,MAK-MAD,2023,39,2023-09-30,12234,42,1975668.50,1979176.5000,4846905.592,7840807.632,Autumn,1.13283472290338401177,3680,1378,728,730,356,1439,222,222,253
638,MAK-MAD,2023,40,2023-10-01,8178,32,1257611.50,1260456.5000,3219777.050,5973948.672,Autumn,1.08162142333088774762,2121,812,555,507,243,623,136,161,231
639,MAK-MAD,2023,40,2023-10-02,8454,32,1326057.50,1327600.0000,3352606.250,5973948.672,Autumn,1.11383960255500354862,2096,1443,496,308,255,877,64,175,236
640,MAK-MAD,2023,40,2023-10-03,7201,32,1071628.00,1075160.5000,2821399.046,5973948.672,Autumn,1.06757394806276905985,2170,814,380,277,232,632,66,165,192
641,MAK-MAD,2023,40,2023-10-04,8779,36,1331389.00,1334369.0000,3427850.738,6720692.256,Autumn,1.08290238068117097619,2484,1057,470,375,275,654,233,312,267
642,MAK-MAD,2023,40,2023-10-05,12070,42,1846021.00,1847836.0000,4612820.046,7840807.632,Autumn,1.11095277547638773819,4432,1210,554,451,409,1204,88,172,248
643,MAK-MAD,2023,40,2023-10-06,9560,36,1469560.50,1470120.5000,3642940.720,6720692.256,Autumn,1.10239539748953974895,2993,1140,642,447,314,868,101,181,207
644,MAK-MAD,2023,40,2023-10-07,12016,42,1845282.00,1850854.5000,4621118.212,7840807.632,Autumn,1.11287450066577896138,4376,1296,627,519,348,849,197,303,304
645,MAK-MAD,2023,41,2023-10-08,8328,32,1293357.00,1295479.5000,3302084.268,5973948.672,Autumn,1.10374639769452449568,2197,941,512,318,208,1129,93,156,267
646,MAK-MAD,2023,41,2023-10-09,8603,32,1367159.50,1368609.5000,3473872.168,5973948.672,Autumn,1.09481576194350807858,1924,1382,420,365,231,1033,78,314,364
647,MAK-MAD,2023,41,2023-10-10,8374,32,1315674.50,1316824.5000,3364826.020,5973948.672,Autumn,1.09020778600429902078,2303,949,406,385,274,852,57,451,280
648,MAK-MAD,2023,41,2023-10-11,9074,36,1397549.00,1399499.0000,3552381.396,6720692.256,Autumn,1.09154727793696275072,3033,962,515,324,284,941,93,255,298
649,MAK-MAD,2023,41,2023-10-12,11782,42,1756009.00,1757629.0000,4473198.180,7840807.632,Autumn,1.10793583432354438975,4401,961,625,454,415,1236,109,258,249
650,MAK-MAD,2023,41,2023-10-13,9380,36,1409322.50,1411177.5000,3557340.628,6720692.256,Autumn,1.10081023454157782516,3416,885,484,488,336,578,78,212,219
651,MAK-MAD,2023,41,2023-10-14,12472,42,1920849.00,1922574.0000,4844592.716,7840807.632,Autumn,1.12447883258499037845,4563,1262,686,599,329,1007,238,237,408
652,MAK-MAD,2023,42,2023-10-15,8723,32,1379276.00,1379676.0000,3481518.234,5973948.672,Autumn,1.10176544766708701135,2027,861,595,462,291,795,142,201,329
653,MAK-MAD,2023,42,2023-10-16,9251,32,1516201.50,1518901.0000,3742033.504,5973948.672,Autumn,1.11596584153064533564,2083,1160,661,515,230,1164,93,196,462
654,MAK-MAD,2023,42,2023-10-17,9842,32,1615449.00,1617444.0000,3959881.456,5973948.672,Autumn,1.13311318837634627108,2422,1012,753,505,231,1305,72,310,600
655,MAK-MAD,2023,42,2023-10-18,10180,36,1601587.00,1601677.0000,4035169.048,6720692.256,Autumn,1.10980353634577603143,2866,1212,680,617,295,1055,111,347,450
656,MAK-MAD,2023,42,2023-10-19,12710,42,1966106.00,1968836.0000,4925914.796,7840807.632,Autumn,1.12528717545239968529,4270,1211,711,671,363,1412,231,234,410
657,MAK-MAD,2023,42,2023-10-20,9337,36,1431077.19,1432630.0000,3628494.088,6720692.256,Autumn,1.10702581128842240548,2901,1066,579,610,233,666,119,198,343
658,MAK-MAD,2023,42,2023-10-21,12825,42,2016563.00,2017898.0000,5003608.130,7840807.632,Autumn,1.12916959064327485380,4225,1338,757,708,325,1340,165,255,497
659,MAK-MAD,2023,43,2023-10-22,9265,32,1499427.00,1501214.5000,3747010.630,5973948.672,Autumn,1.11592012951969778737,2096,1061,598,526,193,915,114,232,557
660,MAK-MAD,2023,43,2023-10-23,10285,32,1764530.50,1766530.0000,4230162.906,5973948.672,Autumn,1.13895964997569275644,1861,1660,610,532,187,1024,112,234,880
661,MAK-MAD,2023,43,2023-10-24,10811,32,1896732.50,1897247.5000,4423168.622,5973948.672,Autumn,1.14804365923596337064,2116,1246,556,486,213,1285,151,292,1011
662,MAK-MAD,2023,43,2023-10-25,11091,36,1842833.50,1845538.5000,4460711.650,6720692.256,Autumn,1.13905869624019475250,2812,1246,522,436,275,844,93,263,970
663,MAK-MAD,2023,43,2023-10-26,13689,42,2257234.50,2257332.0000,5379137.898,7840807.632,Autumn,1.14045584045584045584,4396,1216,634,560,335,1164,144,333,768
664,MAK-MAD,2023,43,2023-10-27,9782,36,1515943.00,1515943.0000,3786397.578,6720692.256,Autumn,1.11013085258638315273,3060,1127,501,431,290,800,87,160,495
665,MAK-MAD,2023,43,2023-10-28,12096,42,1913440.00,1917165.0000,4782361.026,7840807.632,Autumn,1.12596726190476190476,4176,1234,618,620,282,800,153,208,556
666,MAK-MAD,2023,44,2023-10-29,9299,32,1487368.50,1488123.5000,3732177.420,5973948.672,Autumn,1.12407785783417571782,2334,1010,476,402,236,1153,77,256,472
667,MAK-MAD,2023,44,2023-10-30,9606,32,1573050.00,1573535.0000,3891383.566,5973948.672,Autumn,1.12923173016864459713,2256,1375,493,414,180,1412,52,230,398
668,MAK-MAD,2023,44,2023-10-31,9611,32,1542867.50,1544307.5000,3830622.270,5973948.672,Autumn,1.13590677348871085215,3044,1321,450,377,200,920,58,192,467
669,MAK-MAD,2023,44,2023-11-01,10019,26,1703130.75,1712254.0000,3865969.666,4853833.296,School Leaves,1.17726319992015171175,4160,908,378,253,221,805,92,200,426
670,MAK-MAD,2023,44,2023-11-02,11770,30,1953230.00,1960250.0000,4413860.888,5600576.880,School Leaves,1.17706881903143585387,4883,1040,438,461,286,782,98,163,426
671,MAK-MAD,2023,44,2023-11-03,9742,28,1572944.50,1575612.0000,3730745.764,5227205.088,School Leaves,1.16120919729008417163,3716,1061,474,484,293,731,236,178,210
672,MAK-MAD,2023,44,2023-11-04,11955,30,2120219.75,2132053.0000,4634785.772,5600576.880,School Leaves,1.18449184441656210790,4771,1225,509,502,289,888,105,244,382
673,MAK-MAD,2023,45,2023-11-05,8537,24,1448362.75,1454156.5000,3387491.720,4480461.504,Autumn,1.16003279840693452032,2262,984,519,296,219,969,98,197,256
674,MAK-MAD,2023,45,2023-11-06,8136,24,1391147.00,1397566.5000,3257415.208,4480461.504,Autumn,1.16659292035398230088,1914,1554,515,289,181,899,75,201,329
675,MAK-MAD,2023,45,2023-11-07,8398,24,1414151.25,1420021.5000,3355908.718,4480461.504,Autumn,1.16600381043105501310,2297,1053,466,338,199,897,41,325,368
676,MAK-MAD,2023,45,2023-11-08,9495,26,1624489.75,1627562.0000,3785079.046,4853833.296,Autumn,1.17071090047393364929,2724,987,405,382,189,1362,108,320,445
677,MAK-MAD,2023,45,2023-11-09,11668,32,1956141.25,1964847.0000,4574034.412,5973948.672,Autumn,1.16311278711004456634,3600,1143,545,521,259,1534,100,256,395
678,MAK-MAD,2023,45,2023-11-10,9444,28,1552139.00,1552896.5000,3682471.306,5227205.088,Autumn,1.14955527318932655654,2531,1012,510,550,261,1149,138,231,242
679,MAK-MAD,2023,45,2023-11-11,11311,32,1924301.50,1931846.0000,4510409.366,5973948.672,Autumn,1.15202899832021925559,3215,1269,612,647,271,907,306,280,359
680,MAK-MAD,2023,46,2023-11-12,8170,24,1416647.50,1420980.0000,3296593.552,4480461.504,Autumn,1.16167686658506731946,1886,932,423,381,171,1305,72,215,305
681,MAK-MAD,2023,46,2023-11-13,8804,24,1559008.50,1561971.0000,3599076.716,4480461.504,Autumn,1.15340754202635165834,1836,1618,373,466,185,1377,148,248,319
682,MAK-MAD,2023,46,2023-11-14,8894,24,1557199.25,1560887.5000,3593654.388,4480461.504,Autumn,1.16305374409714414212,2221,998,427,349,181,1211,60,296,342
683,MAK-MAD,2023,46,2023-11-15,9684,26,1686503.50,1688812.0000,3892046.766,4853833.296,Autumn,1.17029120198265179678,2766,871,438,461,237,1208,93,534,341
684,MAK-MAD,2023,46,2023-11-16,14821,42,2397784.25,2407156.0000,5742491.702,7840807.632,School Leaves,1.14913973416098778760,5909,1197,553,534,413,1483,159,397,334
685,MAK-MAD,2023,46,2023-11-17,11035,32,1775346.75,1777782.5000,4269821.608,5973948.672,School Leaves,1.14161304938830992297,4606,990,505,442,305,857,103,312,266
686,MAK-MAD,2023,46,2023-11-18,14726,42,2442084.50,2445997.5000,5788422.516,7840807.632,School Leaves,1.14095477386934673367,6188,1437,590,530,336,1180,176,463,359
687,MAK-MAD,2023,47,2023-11-19,11519,28,2072623.50,2076490.5000,4552660.522,5227205.088,School Leaves,1.17665595971872558382,4745,1034,382,335,252,1205,104,542,276
688,MAK-MAD,2023,47,2023-11-20,12102,28,2241687.25,2246163.5000,4747657.868,5227205.088,School Leaves,1.16103123450669310858,4413,1693,621,259,219,1347,86,688,268
689,MAK-MAD,2023,47,2023-11-21,12167,28,2350560.25,2352565.0000,4838599.200,5227205.088,School Leaves,1.16512698282238842771,4325,1019,367,282,229,1225,103,1768,309
690,MAK-MAD,2023,47,2023-11-22,14256,36,2503252.50,2508238.0000,5578037.692,6720692.256,School Leaves,1.16287878787878787879,5792,1080,461,350,372,632,116,1997,302
691,MAK-MAD,2023,47,2023-11-23,14692,42,2457914.50,2462186.0000,5800871.726,7840807.632,School Leaves,1.14317996188401851348,4905,1229,690,449,347,1211,285,1447,374
692,MAK-MAD,2023,47,2023-11-24,11438,32,1938796.00,1942761.0000,4513731.952,5973948.672,School Leaves,1.14674768316139185172,3928,1116,447,403,298,1266,116,826,291
693,MAK-MAD,2023,47,2023-11-25,13541,42,2229942.00,2233654.5000,5386641.618,7840807.632,School Leaves,1.13084705708588730522,4574,1379,640,541,325,1450,130,755,326
694,MAK-MAD,2023,48,2023-11-26,8931,24,1601074.75,1605303.5000,3617565.442,4480461.504,Pre Christmas,1.16026200873362445415,1988,1078,483,275,223,1149,71,505,259
695,MAK-MAD,2023,48,2023-11-27,9357,24,1594789.90,1687935.5000,3740157.814,4480461.504,Pre Christmas,1.14780378326386662392,2336,1345,509,322,207,1126,40,511,255
696,MAK-MAD,2023,48,2023-11-28,9302,24,1593016.95,1705876.0000,3741418.742,4480461.504,Pre Christmas,1.15448290690174156095,2562,1006,443,279,191,892,70,516,368
697,MAK-MAD,2023,48,2023-11-29,9863,26,1658949.80,1792411.5000,3898835.386,4853833.296,Pre Christmas,1.15445604785562202170,3252,1093,461,380,250,905,178,335,206
698,MAK-MAD,2023,48,2023-11-30,12329,34,1937914.85,2101437.8000,4718508.742,6347320.464,Pre Christmas,1.12752859112661205288,4422,1252,580,513,364,1097,138,317,276
699,MAK-MAD,2023,48,2023-12-01,10755,34,1677366.25,1821802.5000,4112737.746,6347320.464,Pre Christmas,1.12086471408647140865,3484,1156,656,581,276,723,175,213,244
700,MAK-MAD,2023,48,2023-12-02,14437,42,2322966.55,2537752.7500,5585701.470,7840807.632,Pre Christmas,1.13035256632264320842,4842,1808,727,890,367,881,286,262,386
701,MAK-MAD,2023,49,2023-12-03,9923,30,1609519.30,1752933.0000,3962364.986,5600576.880,Pre Christmas,1.11582182807618663711,2451,1347,526,568,215,970,344,201,189
702,MAK-MAD,2023,49,2023-12-04,9764,30,1583325.40,1718519.0000,3875072.404,5600576.880,Pre Christmas,1.11460467021712412946,2480,1644,487,506,270,853,70,219,250
703,MAK-MAD,2023,49,2023-12-05,10316,30,1679266.75,1828006.7000,4124967.266,5600576.880,Pre Christmas,1.12484490112446684762,2536,1470,420,338,234,993,99,258,264
704,MAK-MAD,2023,49,2023-12-06,10843,34,1693663.00,1844412.7000,4222521.900,6347320.464,Pre Christmas,1.11888776168956930739,3556,1216,501,452,301,693,144,310,321
705,MAK-MAD,2023,49,2023-12-07,14417,42,2150988.65,2345910.5000,5370598.156,7840807.632,Pre Christmas,1.11754872719705902754,5279,1584,534,581,453,906,172,266,337
706,MAK-MAD,2023,49,2023-12-08,11313,34,1719196.75,1893802.5000,4251094.712,6347320.464,Pre Christmas,1.11707769822328294882,3400,1409,663,546,375,530,194,252,237
707,MAK-MAD,2023,49,2023-12-09,14600,42,2286835.15,2509044.0000,5633511.482,7840807.632,Pre Christmas,1.13013013698630136986,4932,1827,720,641,456,865,201,270,289
708,MAK-MAD,2023,50,2023-12-10,10666,30,1725118.65,1885233.5000,4260377.788,5600576.880,Pre Christmas,1.13337708606787924245,2205,1357,534,472,272,1167,134,307,263
709,MAK-MAD,2023,50,2023-12-11,11019,30,1833135.70,2003593.0000,4463105.176,5600576.880,Pre Christmas,1.14138306561393955894,2065,2340,503,431,330,735,158,273,292
710,MAK-MAD,2023,50,2023-12-12,11262,30,1871532.60,2071603.5000,4532006.206,5600576.880,Pre Christmas,1.15023974427277570591,2375,1672,511,460,240,914,158,295,244
711,MAK-MAD,2023,50,2023-12-13,12514,34,2049634.62,2253275.5200,4952495.252,6347320.464,Pre Christmas,1.15421927441265782324,3362,1596,479,538,319,992,432,380,322
712,MAK-MAD,2023,50,2023-12-14,16314,42,2570870.75,2859605.5000,6216398.100,7840807.632,Christmas,1.15349393159249724163,5975,1782,655,626,453,1265,191,388,347
713,MAK-MAD,2023,50,2023-12-15,12043,34,1855036.45,2051837.0000,4541946.656,6347320.464,Christmas,1.14062110769741758698,3975,1548,583,433,377,577,231,359,278
714,MAK-MAD,2023,50,2023-12-16,16961,42,2767687.70,3086850.3000,6512784.078,7840807.632,Christmas,1.16350451034726726019,5460,1966,772,775,389,838,289,433,453
715,MAK-MAD,2023,51,2023-12-17,13207,30,2339531.80,2675997.5000,5237353.278,5600576.880,Christmas,1.18449307185583402741,3662,1484,573,599,316,964,203,462,382
716,MAK-MAD,2023,51,2023-12-18,12487,30,2239553.80,2514581.8000,5048174.418,5600576.880,Christmas,1.18419956755025226235,2206,1659,616,524,221,921,465,399,447
717,MAK-MAD,2023,51,2023-12-19,12549,30,2261990.05,2543873.5000,5108716.936,5600576.880,Christmas,1.18651685393258426966,2034,1613,647,530,239,1395,220,537,408
718,MAK-MAD,2023,51,2023-12-20,13284,34,2338938.85,2631780.5000,5308854.134,6347320.464,Christmas,1.17662601626016260163,2543,1424,664,560,286,1401,278,625,480
719,MAK-MAD,2023,51,2023-12-21,16407,42,2769322.70,3120027.5000,6491425.602,7840807.632,Christmas,1.16258913878222709819,3974,1486,747,756,355,1574,170,1066,761
720,MAK-MAD,2023,51,2023-12-22,12356,34,2055805.98,2306904.5000,4884407.752,6347320.464,Christmas,1.14070087406927808352,2739,1118,639,634,297,958,221,659,457
721,MAK-MAD,2023,51,2023-12-23,16480,42,2839847.45,3183905.0000,6586576.456,7840807.632,Christmas,1.16297936893203883495,3779,1864,701,789,394,1431,355,763,695
722,MAK-MAD,2023,52,2023-12-24,13072,30,2451122.05,2819595.5000,5329605.226,5600576.880,Christmas,1.19872246022031823745,1746,1316,598,551,189,1721,316,818,564
723,MAK-MAD,2023,52,2023-12-25,13067,30,2545769.65,2917911.5000,5397831.720,5600576.880,Christmas,1.21503022882069334966,1364,1309,577,603,138,2323,190,815,795
724,MAK-MAD,2023,52,2023-12-26,13237,30,2538385.04,2933081.5000,5430426.212,5600576.880,Christmas,1.18906096547556092770,1478,1236,626,551,186,2250,135,1190,698
725,MAK-MAD,2023,52,2023-12-27,14782,34,2772838.40,3189149.0000,5990274.100,6347320.464,Christmas,1.19684075226626978758,2379,1354,652,691,276,2518,257,863,900
726,MAK-MAD,2023,52,2023-12-28,18376,42,3406965.65,3891503.0000,7385858.330,7840807.632,Christmas,1.19331192860252503265,3335,1519,736,699,299,3300,457,1179,859
727,MAK-MAD,2023,52,2023-12-29,14324,34,2531311.81,2884741.5000,5684946.456,6347320.464,Christmas,1.17647305222005026529,2779,1311,692,669,230,2265,194,923,560
728,MAK-MAD,2023,52,2023-12-30,18005,42,3319237.71,3827485.0000,7240585.194,7840807.632,Christmas,1.18754790336017772841,3288,1969,761,699,267,2560,346,777,933
729,MAK-MAD,2024,1,2023-12-31,13009,30,2474228.35,2824489.6000,5340883.116,5600576.880,Christmas,1.19405795987393343070,1402,1475,611,603,131,2663,238,776,482
730,MAK-MAD,2024,1,2024-01-01,12262,30,2418124.52,2433624.4200,5034774.518,5600576.880,Christmas,1.17294894796933616050,494,74,26,37,68,51,24,66,39
731,MAK-MAD,2024,1,2024-01-02,11961,30,2263497.73,2282514.2300,4901214.442,5600576.880,Christmas,1.17113117632304991221,1079,180,77,63,101,115,52,132,90
732,MAK-MAD,2024,1,2024-01-03,13769,38,2368441.85,2382527.5800,5516190.120,7094064.048,Christmas,1.15212433727939574406,2370,431,283,170,191,214,127,259,116
733,MAK-MAD,2024,1,2024-01-04,16851,46,2773099.45,2786129.6200,6520259.296,8587551.216,School Leaves,1.14883389709809506854,3856,559,302,225,255,181,159,311,268
734,MAK-MAD,2024,1,2024-01-05,12998,36,2122234.53,2134871.8800,4997208.888,6720692.256,School Leaves,1.14919218341283274350,3624,603,289,170,279,229,115,329,183
735,MAK-MAD,2024,1,2024-01-06,16882,46,2891080.78,2916938.4800,6678227.076,8587551.216,School Leaves,1.16316787110531927497,4738,728,383,252,333,379,254,456,157
736,MAK-MAD,2024,2,2024-01-07,14660,38,2494932.11,2507695.6000,5761756.382,7094064.048,School Leaves,1.15793997271487039563,4435,516,268,177,292,302,185,419,166
737,MAK-MAD,2024,2,2024-01-08,14744,38,2498218.85,2531684.2200,5737727.312,7094064.048,School Leaves,1.16772246337493217580,5018,577,302,198,262,363,190,288,161
738,MAK-MAD,2024,2,2024-01-09,14697,38,2549662.31,2568756.1000,5784450.954,7094064.048,School Leaves,1.15846091038987548479,4815,701,302,200,345,477,172,379,179
739,MAK-MAD,2024,2,2024-01-10,14767,40,2487087.90,2508397.1000,5756221.272,7467435.840,School Leaves,1.15777070495022685718,5588,709,362,260,349,401,234,341,172
740,MAK-MAD,2024,2,2024-01-11,15203,46,2445383.37,2461292.8000,5931477.128,8587551.216,School Leaves,1.13063211208314148523,5485,949,434,395,438,672,253,310,227
741,MAK-MAD,2024,2,2024-01-12,12073,36,1953948.45,1970237.1000,4688011.398,6720692.256,School Leaves,1.12948728567878737679,4365,777,419,288,409,644,221,258,132
742,MAK-MAD,2024,2,2024-01-13,15573,46,2554478.66,2583834.9000,6155421.218,8587551.216,School Leaves,1.13706414948950105953,4943,1050,538,339,374,754,420,345,247
743,MAK-MAD,2024,3,2024-01-14,10914,34,1809970.26,1819881.6000,4389896.276,6347320.464,Winter,1.13205057724024189115,2539,757,488,226,337,903,283,262,210
744,MAK-MAD,2024,3,2024-01-15,11117,34,1883551.00,1890895.0000,4523180.884,6347320.464,Winter,1.12872177745794728794,2217,1051,395,233,271,938,212,324,208
745,MAK-MAD,2024,3,2024-01-16,11057,34,1854150.55,1866178.8000,4502977.018,6347320.464,Winter,1.13498236411323143710,2472,900,340,214,238,1330,189,252,234
746,MAK-MAD,2024,3,2024-01-17,11637,38,1897913.30,1905256.3000,4646199.604,7094064.048,Winter,1.12944057746841969580,2979,783,369,261,309,1364,414,312,241
747,MAK-MAD,2024,3,2024-01-18,14189,46,2309666.40,2322558.9000,5650320.672,8587551.216,Winter,1.12998801888787088590,4127,1136,465,393,373,1169,378,291,259
748,MAK-MAD,2024,3,2024-01-19,11239,34,1917307.70,1929930.2000,4477280.924,6347320.464,Winter,1.12996707892161224308,2889,862,412,276,240,1213,232,221,211
749,MAK-MAD,2024,3,2024-01-20,15356,46,2607796.42,2618124.6000,6186544.040,8587551.216,Winter,1.14941390987236259443,4031,1150,568,389,317,1812,369,297,281
750,MAK-MAD,2024,4,2024-01-21,11115,34,1894604.86,1902989.9000,4571337.714,6347320.464,Winter,1.14302294197031039136,2327,1123,417,342,199,1305,314,416,296
751,MAK-MAD,2024,4,2024-01-22,10794,32,1872855.90,1884169.8000,4476788.626,5973948.672,Winter,1.14433018343524180100,1908,1477,343,286,174,1493,371,496,325
